Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",0,30,7,844,0.0021338644284799773,0.9999691436399579,0.9999691436399579,4,22,0.001835781041388518,9606,Homo sapiens,"","",KANK1;EGR2;ATXN1;BCL2;ETS1;CREB5;IGF1R,O43521;P05412;Q08379;P62258,"R-HSA-8868260;R-HSA-8870686;R-HSA-8863674;R-HSA-8868666"
R-HSA-8863678,"Neurodegenerative Diseases",0,30,7,844,0.0021338644284799773,0.9999691436399579,0.9999691436399579,4,22,0.001835781041388518,9606,Homo sapiens,"","",KANK1;EGR2;ATXN1;BCL2;ETS1;CREB5;IGF1R,O43521;P05412;Q08379;P62258,"R-HSA-8868260;R-HSA-8870686;R-HSA-8863674;R-HSA-8868666"
R-HSA-212436,"Generic Transcription Pathway",29,1519,37,3359,0.10804466889536951,0.9999698189457122,0.9999698189457122,356,809,0.06750667556742324,9606,Homo sapiens,"COX7B;SERPINB13;BTG1;DYRK2;H3F3B;MAML2;BDNF;CITED2;H3F3A;SMARCA2;FOXO1;RUNX1;COL1A1;NR4A2;HEY1;TFDP2;PPP2R1B;SGK1;TP63;E2F8;FKBP5","P02452;ENSG00000108821;ENSG00000176697;ENSG00000159216;Q01196;P84243;ENSG00000118515;Q92630;P43354;P24311;Q9H3D4;Q99967;A0AVK6;P23560;P51531;Q12778;ENSG00000133639;ENSG00000197641;Q9Y5J3;ENSG00000096060;P30154;Q8IZL2;ENSG00000164442;ENST00000344691;O00141;Q9UIV8;P62324;Q14188;Q13451",USP54;SATB1;CITED2;NDUFB2;GLI1;HDAC9;BICD1;FOXO1;IGF1R;SH3BGRL;ZMYM2;DBP;ATXN1;EFEMP1;TP63;E2F8;BPTF;RUNX1T1;EGR1;TLE1;H2AFY;JUP;H3F3B;ELOVL4;CAV2;INSR;H3F3A;HMGA2;QKI;PBX1;RUNX1;ASXL1;KITLG;TFDP2;BCL2;CHI3L1;SGK1;FKBP5,Q15723;Q13547;Q9GZV5;P04626;Q15561;Q08999;Q96EB6;P03372;Q71SY5;Q00987;P63279;P45973;P38398;Q9UNE7;P17931;P49815;Q03135;Q06124;Q96AV8;Q13794;P04637;Q8N726;P41182;P35638;Q13951;Q92754;Q92793;O75604;Q00534;P18031;O43521;Q86X55;Q13526;Q13761;Q09028;P55957;P10721;Q9UPW6;P08047;P16220;O00311;Q09472;Q96LA8;Q9NWB1;O75909;P00533;Q15831;O15169;Q07812;Q9UER7;P49841;Q92570;O75461;Q9BXH1;Q96J02;Q06330;Q9H2X6,"R-HSA-8936584;R-HSA-6799462;R-HSA-8937097;R-HSA-8938121;R-HSA-8931981;R-HSA-8951951;R-HSA-9625749;R-HSA-3222072;R-HSA-9623192;R-HSA-8878220;R-HSA-2187309;R-HSA-8864395;R-HSA-8951428;R-HSA-8877192;R-HSA-8956568;R-HSA-8937113;R-HSA-9623168;R-HSA-9009309;R-HSA-9009308;R-HSA-8937118;R-HSA-8865425;R-HSA-9622667;R-HSA-8878237;R-HSA-6791291;R-HSA-9622668;R-HSA-8936599;R-HSA-8936616;R-HSA-5689972;R-HSA-8956586;R-HSA-8878243;R-HSA-8936621;R-HSA-8938158;R-HSA-8937134;R-HSA-8936608;R-HSA-8865454;R-HSA-8952996;R-HSA-8938150;R-HSA-8985275;R-HSA-3222020;R-HSA-6799441;R-HSA-8938174;R-HSA-2064932;R-HSA-8936628;R-HSA-8932020;R-HSA-8932021;R-HSA-8953013;R-HSA-8954056;R-HSA-9622738;R-HSA-6798374;R-HSA-6798373;R-HSA-9622737;R-HSA-6798372;R-HSA-8953037;R-HSA-8938176;R-HSA-8956608;R-HSA-8932033;R-HSA-6805035;R-HSA-8865482;R-HSA-8932037;R-HSA-9008839;R-HSA-8938201;R-HSA-8865491;R-HSA-8864466;R-HSA-8956639;R-HSA-8937682;R-HSA-9623240;R-HSA-8953556;R-HSA-8865498;R-HSA-8938199;R-HSA-8938217;R-HSA-8956649;R-HSA-6804998;R-HSA-9623280;R-HSA-9623281;R-HSA-8956652;R-HSA-8932076;R-HSA-376419;R-HSA-8865505;R-HSA-9621242;R-HSA-8954082;R-HSA-6798347;R-HSA-8952058;R-HSA-9625828;R-HSA-6798353;R-HSA-6805022;R-HSA-3222093;R-HSA-8938228;R-HSA-8932084;R-HSA-6795290;R-HSA-9625324;R-HSA-8938231;R-HSA-9007625;R-HSA-199299;R-HSA-9623059;R-HSA-8938507;R-HSA-2032794;R-HSA-9007631;R-HSA-9021952;R-HSA-5632732;R-HSA-139913;R-HSA-8937989;R-HSA-8935960;R-HSA-9007640;R-HSA-9625091;R-HSA-1980047;R-HSA-2032781;R-HSA-8985627;R-HSA-8936989;R-HSA-9007647;R-HSA-9625092;R-HSA-9007646;R-HSA-8936979;R-HSA-9625101;R-HSA-9622579;R-HSA-8878117;R-HSA-9624624;R-HSA-9006122;R-HSA-6795460;R-HSA-8935980;R-HSA-8985644;R-HSA-8939054;R-HSA-8936481;R-HSA-8936995;R-HSA-8935972;R-HSA-8938022;R-HSA-8865320;R-HSA-8937016;R-HSA-9624611;R-HSA-8939066;R-HSA-9623072;R-HSA-9023549;R-HSA-8864307;R-HSA-8937022;R-HSA-8952382;R-HSA-9625124;R-HSA-6795473;R-HSA-9008177;R-HSA-8878143;R-HSA-8938034;R-HSA-6804188;R-HSA-8952371;R-HSA-8935988;R-HSA-3700984;R-HSA-6792871;R-HSA-8939082;R-HSA-8937037;R-HSA-9614423;R-HSA-9618004;R-HSA-8938063;R-HSA-8952399;R-HSA-8936000;R-HSA-3700981;R-HSA-8938053;R-HSA-6797993;R-HSA-8936007;R-HSA-9625693;R-HSA-8952408;R-HSA-8937050;R-HSA-8939088;R-HSA-9614414;R-HSA-9622604;R-HSA-9617996;R-HSA-2031355;R-HSA-6800001;R-HSA-8952419;R-HSA-9621116;R-HSA-8951910;R-HSA-9622627;R-HSA-9625699;R-HSA-8939129;R-HSA-8936058;R-HSA-9622630;R-HSA-8938108;R-HSA-8878193;R-HSA-9618021;R-HSA-6792863;R-HSA-8877692;R-HSA-9007220;R-HSA-8951926;R-HSA-6796647;R-HSA-3215152;R-HSA-9007496;R-HSA-9624976;R-HSA-8938382;R-HSA-9620891;R-HSA-9624985;R-HSA-4331340;R-HSA-8938887;R-HSA-3234081;R-HSA-8937369;R-HSA-9623427;R-HSA-9007514;R-HSA-3234084;R-HSA-8938389;R-HSA-6800250;R-HSA-9021847;R-HSA-3234094;R-HSA-8952232;R-HSA-9620915;R-HSA-9617840;R-HSA-9625520;R-HSA-8955822;R-HSA-8938913;R-HSA-8877485;R-HSA-9617848;R-HSA-9007522;R-HSA-9617852;R-HSA-9617853;R-HSA-6811479;R-HSA-8935864;R-HSA-8938938;R-HSA-8877493;R-HSA-9007546;R-HSA-9625510;R-HSA-8877490;R-HSA-8961982;R-HSA-3700992;R-HSA-165179;R-HSA-9007539;R-HSA-8938930;R-HSA-9617833;R-HSA-9617838;R-HSA-8864698;R-HSA-9007561;R-HSA-8938440;R-HSA-6797090;R-HSA-8864718;R-HSA-6797100;R-HSA-2186607;R-HSA-8938951;R-HSA-1484099;R-HSA-9622980;R-HSA-9007582;R-HSA-9622981;R-HSA-8938965;R-HSA-8864729;R-HSA-8878054;R-HSA-6804741;R-HSA-6804229;R-HSA-8938987;R-HSA-6798082;R-HSA-8878050;R-HSA-8955885;R-HSA-6798081;R-HSA-9006050;R-HSA-8938981;R-HSA-9007591;R-HSA-8878056;R-HSA-8935930;R-HSA-9007615;R-HSA-9623018;R-HSA-4396347;R-HSA-9007605;R-HSA-6804762;R-HSA-8955893;R-HSA-9623023;R-HSA-9007606;R-HSA-8938487;R-HSA-9022728;R-HSA-212352;R-HSA-8938251;R-HSA-8956684;R-HSA-9621270;R-HSA-212356;R-HSA-9022734;R-HSA-8937728;R-HSA-8865547;R-HSA-163214;R-HSA-8865546;R-HSA-3215295;R-HSA-9625346;R-HSA-9625863;R-HSA-8937744;R-HSA-8952081;R-HSA-8877338;R-HSA-8953111;R-HSA-6799815;R-HSA-9626928;R-HSA-6800836;R-HSA-8877348;R-HSA-6793666;R-HSA-9022764;R-HSA-8877345;R-HSA-9620788;R-HSA-8934688;R-HSA-8874797;R-HSA-8934690;R-HSA-9625406;R-HSA-6798282;R-HSA-8952101;R-HSA-8937767;R-HSA-9625378;R-HSA-8877879;R-HSA-8935740;R-HSA-140214;R-HSA-8877360;R-HSA-2127257;R-HSA-8935730;R-HSA-8935731;R-HSA-8877884;R-HSA-9621289;R-HSA-9022770;R-HSA-6804955;R-HSA-8935732;R-HSA-6798299;R-HSA-8864569;R-HSA-8877369;R-HSA-9626962;R-HSA-198599;R-HSA-6799777;R-HSA-8864577;R-HSA-8934735;R-HSA-8937807;R-HSA-8877391;R-HSA-8937792;R-HSA-8952128;R-HSA-8877385;R-HSA-9620828;R-HSA-8938328;R-HSA-198609;R-HSA-9008475;R-HSA-8877396;R-HSA-6803892;R-HSA-9626945;R-HSA-9625409;R-HSA-9614662;R-HSA-9617735;R-HSA-9008476;R-HSA-6800816;R-HSA-5632386;R-HSA-6793661;R-HSA-6798268;R-HSA-8877404;R-HSA-5632393;R-HSA-9007447;R-HSA-8934742;R-HSA-8937814;R-HSA-8935766;R-HSA-9620813;R-HSA-9006422;R-HSA-9614669;R-HSA-8935785;R-HSA-8877414;R-HSA-9022314;R-HSA-9623415;R-HSA-8871265;R-HSA-8938338;R-HSA-8877421;R-HSA-8955748;R-HSA-8938853;R-HSA-9007462;R-HSA-6795667;R-HSA-8951676;R-HSA-6799761;R-HSA-9620837;R-HSA-8938867"
R-HSA-381119,"Unfolded Protein Response (UPR)",0,160,7,732,0.011380610285226545,0.9999730551222439,0.9999730551222439,11,95,0.007927236315086782,9606,Homo sapiens,"","",ATXN1;DBP;ELOVL4;INSR;OGT;TMEM154;RUNX1T1,O43909;O95070;P35638;O43681;O14653;Q9P0U4;Q96BA8;P29353,"R-HSA-8874212;R-HSA-1791144;R-HSA-5250579;R-HSA-8874194;R-HSA-1791134;R-HSA-8874193;R-HSA-1791107;R-HSA-1791154;R-HSA-1791143;R-HSA-1791158;R-HSA-8874184"
R-HSA-1266738,"Developmental Biology",19,1177,31,2536,0.08371861441069778,0.9999807317825535,0.9999807317825535,125,484,0.040387182910547395,9606,Homo sapiens,"EGR2;H3F3B;MAML2;JUP;ITGA2;SEMA6D;H3F3A;ITGA1;ANK3;VLDLR;KRT86;FOXO1;PBX1;CXCL12;ITGA10;CD24;NEO1;EPHA2","Q92859;Q14533;P98155;O43790;Q12778;Q12955;O75578;P56199;P25063;Q8NFY4;P14923;P48061;Q8IZL2;P17301;P11161;P84243;P78385;P29317;P40424",BTG1;USP54;CITED2;ETS1;BICD1;FOXO1;NPAS2;IGF1R;RBM4;SH3BGRL;EFEMP1;ATXN1;HEY1;ZMAT3;SLC12A8;RUNX1T1;DUSP4;C6orf141;CAV2;INSR;NRG1;KLHL24;MEIS2;SMARCA2;DLC1;BCL2;SGK1;CGGBP1;MGLL;CREB5;EPHA2,Q9GZV8;P05412;P40763;Q96IF1;P35680;P20936;O75593;P40424;P49639;P23528;O75376;Q06124;Q05397;P16220;Q09472;Q99490;P19174;Q8IUQ4;P00533;P28482;P29353;Q92793;P49841;P26367;Q04637;P14652;Q99814;P21854;O43639;O00560;O60437,"R-HSA-5617492;R-HSA-593672;R-HSA-6806629;R-HSA-3928639;R-HSA-3928628;R-HSA-593690;R-HSA-5617485;R-HSA-8942224;R-HSA-452894;R-HSA-5617484;R-HSA-5617486;R-HSA-3928608;R-HSA-8986258;R-HSA-622357;R-HSA-5617483;R-HSA-3928602;R-HSA-6805573;R-HSA-3928607;R-HSA-3928604;R-HSA-622382;R-HSA-434990;R-HSA-418863;R-HSA-392751;R-HSA-480301;R-HSA-3928597;R-HSA-452392;R-HSA-1112609;R-HSA-6806613;R-HSA-3928584;R-HSA-3928591;R-HSA-6806610;R-HSA-3928588;R-HSA-3928578;R-HSA-6814298;R-HSA-5617431;R-HSA-8855237;R-HSA-8854466;R-HSA-5621010;R-HSA-8855232;R-HSA-6810159;R-HSA-399950;R-HSA-6810158;R-HSA-399951;R-HSA-211272;R-HSA-6814764;R-HSA-6805546;R-HSA-8855508;R-HSA-6810161;R-HSA-6809393;R-HSA-6809663;R-HSA-5617676;R-HSA-211289;R-HSA-8855259;R-HSA-8985812;R-HSA-5617672;R-HSA-6810937;R-HSA-5621002;R-HSA-375141;R-HSA-210784;R-HSA-5617462;R-HSA-210788;R-HSA-5617458;R-HSA-6814734;R-HSA-5617471;R-HSA-8853737;R-HSA-381290;R-HSA-3928660;R-HSA-5617445;R-HSA-3928651;R-HSA-3928648;R-HSA-381309;R-HSA-5617452;R-HSA-3928642;R-HSA-5617454;R-HSA-6810139;R-HSA-8853755;R-HSA-3928646;R-HSA-5617877;R-HSA-6814695;R-HSA-5617874;R-HSA-5617887;R-HSA-210824;R-HSA-445069;R-HSA-374665;R-HSA-445079;R-HSA-1980047;R-HSA-445076;R-HSA-6810357;R-HSA-5617862;R-HSA-5617859;R-HSA-374675;R-HSA-5693644;R-HSA-381337;R-HSA-5617867;R-HSA-5617866;R-HSA-374692;R-HSA-374689;R-HSA-452515;R-HSA-445088;R-HSA-5617650;R-HSA-5617661;R-HSA-4093330;R-HSA-1225919;R-HSA-4093329;R-HSA-4093327;R-HSA-5617641;R-HSA-391865;R-HSA-6810843;R-HSA-5617896;R-HSA-5617642;R-HSA-6814374;R-HSA-480204;R-HSA-416725;R-HSA-6814387;R-HSA-9014610;R-HSA-373720;R-HSA-211164;R-HSA-452838;R-HSA-211178;R-HSA-373739;R-HSA-373738;R-HSA-373748;R-HSA-6811539;R-HSA-437234;R-HSA-199935"
R-HSA-71291,"Metabolism of amino acids and derivatives",0,658,1,287,0.04680275979799417,0.9999863345661971,0.9999863345661971,2,283,0.02361481975967957,9606,Homo sapiens,"","",CGGBP1,Q99757,"R-HSA-9035227;R-HSA-9035484"
R-HSA-162906,"HIV Infection",1,262,1,722,0.01863574934205847,0.9999868321152253,0.9999868321152253,3,158,0.013184245660881175,9606,Homo sapiens,"XRCC4","Q13426",FKBP5,P50750,"R-HSA-167235;R-HSA-175258;R-HSA-175177"
R-HSA-72203,"Processing of Capped Intron-Containing Pre-mRNA",0,256,7,791,0.018208976456362474,0.9999869939230973,0.9999869939230973,5,32,0.0026702269692923898,9606,Homo sapiens,"","",ZMYM2;ATXN1;USP54;ZMAT3;MSI2;ETS1;QKI,P31943;P52597;Q08211;P61978;P22626;Q15365;P26599;P26368;P55795;Q05519,"R-HSA-72160;R-HSA-72103;R-HSA-75096;R-HSA-72107;R-HSA-72124"
R-HSA-1852241,"Organelle biogenesis and maintenance",1,335,8,722,0.02382815278469308,0.9999909154798172,0.9999909154798172,30,86,0.007176234979973298,9606,Homo sapiens,"DLC1","P63167",TLE1;ELOVL4;SP4;DLC1;STK38L;EMP1;SGK1;OGT,Q00059;P15336;Q16656;Q3SXY8;P17152;P16220;P51610,"R-HSA-5625424;R-HSA-5625426;R-HSA-5617816;R-HSA-1368140;R-HSA-5625421;R-HSA-2466367;R-HSA-5625416;R-HSA-5626699;R-HSA-5624949;R-HSA-1592249;R-HSA-8949609;R-HSA-5626228;R-HSA-1592250;R-HSA-2466369;R-HSA-5626227;R-HSA-2466370;R-HSA-111912;R-HSA-1592242;R-HSA-5626681;R-HSA-5624953;R-HSA-1592245;R-HSA-5624952;R-HSA-1592246;R-HSA-5638009;R-HSA-2466391;R-HSA-1592236;R-HSA-5626220;R-HSA-5626223;R-HSA-2466392;R-HSA-1592229"
R-HSA-1280218,"Adaptive Immune System",7,998,7,1194,0.07098655665410057,0.9999926872933274,0.9999926872933274,27,261,0.021779038718291056,9606,Homo sapiens,"COL1A1;KBTBD6;KIF2A;PPP2R1B;DLC1;KLHL13","P02452;O00139;P63167;Q86V97;Q9P2N7;Q9P2J3;P30154",C6orf141;ELOVL4;INSR;STK38L;EMP1;CD24;IGF1R,P55735;P07948;O75396;P19174;P26715;Q06124;P41240;Q8WVV5;O60437,"R-HSA-8855375;R-HSA-388809;R-HSA-983425;R-HSA-8851988;R-HSA-199062;R-HSA-388829;R-HSA-5690702;R-HSA-202331;R-HSA-389532;R-HSA-213407;R-HSA-213406;R-HSA-2213248;R-HSA-983147;R-HSA-388833;R-HSA-202212;R-HSA-983140;R-HSA-8863914;R-HSA-983422;R-HSA-202354;R-HSA-5696356;R-HSA-5696357;R-HSA-8863858;R-HSA-8938431;R-HSA-983157;R-HSA-983156;R-HSA-390329;R-HSA-203774"
R-HSA-73857,"RNA Polymerase II Transcription",29,1658,37,3494,0.11793157408066007,0.9999940797342701,0.9999940797342701,358,870,0.07259679572763685,9606,Homo sapiens,"COX7B;SERPINB13;BTG1;DYRK2;H3F3B;MAML2;BDNF;CITED2;H3F3A;SMARCA2;FOXO1;RUNX1;COL1A1;NR4A2;HEY1;TFDP2;PPP2R1B;SGK1;TP63;E2F8;FKBP5","P02452;ENSG00000108821;ENSG00000176697;ENSG00000159216;Q01196;P84243;ENSG00000118515;Q92630;P43354;P24311;Q9H3D4;Q99967;A0AVK6;P23560;P51531;Q12778;ENSG00000133639;ENSG00000197641;Q9Y5J3;ENSG00000096060;P30154;Q8IZL2;ENSG00000164442;ENST00000344691;O00141;Q9UIV8;P62324;Q14188;Q13451",USP54;SATB1;CITED2;NDUFB2;GLI1;HDAC9;BICD1;FOXO1;IGF1R;SH3BGRL;ZMYM2;DBP;ATXN1;EFEMP1;TP63;E2F8;BPTF;RUNX1T1;EGR1;TLE1;H2AFY;JUP;H3F3B;ELOVL4;CAV2;INSR;H3F3A;HMGA2;QKI;PBX1;RUNX1;ASXL1;KITLG;TFDP2;BCL2;CHI3L1;SGK1;FKBP5,Q15723;Q13547;Q9GZV5;P04626;Q15561;Q08999;Q96EB6;P03372;Q71SY5;Q00987;P63279;P45973;P38398;Q9UNE7;P17931;P49815;Q03135;Q06124;Q96AV8;Q13794;P04637;Q8N726;P41182;P35638;Q13951;Q92754;Q92793;O75604;Q00534;P18031;O43521;Q86X55;Q13526;Q13761;Q09028;P55957;P10721;Q9UPW6;P08047;P16220;O00311;Q09472;Q96LA8;Q9NWB1;O75909;P00533;Q15831;O15169;Q07812;Q9UER7;P49841;Q92570;O75461;Q9BXH1;Q96J02;Q06330;P50750;Q9H2X6,"R-HSA-8936584;R-HSA-6799462;R-HSA-8937097;R-HSA-8938121;R-HSA-8931981;R-HSA-8951951;R-HSA-9625749;R-HSA-3222072;R-HSA-9623192;R-HSA-8878220;R-HSA-2187309;R-HSA-8864395;R-HSA-8951428;R-HSA-8877192;R-HSA-8956568;R-HSA-8937113;R-HSA-9623168;R-HSA-9009309;R-HSA-9009308;R-HSA-8937118;R-HSA-8865425;R-HSA-9622667;R-HSA-8878237;R-HSA-6791291;R-HSA-9622668;R-HSA-8936599;R-HSA-8936616;R-HSA-5689972;R-HSA-8956586;R-HSA-8878243;R-HSA-8936621;R-HSA-8938158;R-HSA-8937134;R-HSA-8936608;R-HSA-8865454;R-HSA-8952996;R-HSA-8938150;R-HSA-8985275;R-HSA-3222020;R-HSA-6799441;R-HSA-8938174;R-HSA-2064932;R-HSA-8936628;R-HSA-8932020;R-HSA-8932021;R-HSA-8953013;R-HSA-8954056;R-HSA-9622738;R-HSA-6798374;R-HSA-6798373;R-HSA-9622737;R-HSA-6798372;R-HSA-8953037;R-HSA-8938176;R-HSA-8956608;R-HSA-8932033;R-HSA-6805035;R-HSA-8865482;R-HSA-8932037;R-HSA-9008839;R-HSA-8938201;R-HSA-8865491;R-HSA-8864466;R-HSA-8956639;R-HSA-8937682;R-HSA-9623240;R-HSA-8953556;R-HSA-8865498;R-HSA-8938199;R-HSA-8938217;R-HSA-8956649;R-HSA-6804998;R-HSA-9623280;R-HSA-9623281;R-HSA-8956652;R-HSA-8932076;R-HSA-376419;R-HSA-8865505;R-HSA-9621242;R-HSA-8954082;R-HSA-6798347;R-HSA-8952058;R-HSA-9625828;R-HSA-6798353;R-HSA-6805022;R-HSA-3222093;R-HSA-8938228;R-HSA-8932084;R-HSA-6795290;R-HSA-9625324;R-HSA-8938231;R-HSA-9007625;R-HSA-199299;R-HSA-9623059;R-HSA-8938507;R-HSA-2032794;R-HSA-9007631;R-HSA-9021952;R-HSA-5632732;R-HSA-139913;R-HSA-8937989;R-HSA-8935960;R-HSA-9007640;R-HSA-9625091;R-HSA-1980047;R-HSA-2032781;R-HSA-8985627;R-HSA-8936989;R-HSA-9007647;R-HSA-9625092;R-HSA-9007646;R-HSA-8936979;R-HSA-9625101;R-HSA-9622579;R-HSA-8878117;R-HSA-9624624;R-HSA-9006122;R-HSA-6795460;R-HSA-8935980;R-HSA-8985644;R-HSA-8939054;R-HSA-8936481;R-HSA-8936995;R-HSA-8935972;R-HSA-8938022;R-HSA-8865320;R-HSA-8937016;R-HSA-9624611;R-HSA-8939066;R-HSA-9623072;R-HSA-9023549;R-HSA-8864307;R-HSA-8937022;R-HSA-8952382;R-HSA-9625124;R-HSA-6795473;R-HSA-9008177;R-HSA-8878143;R-HSA-8938034;R-HSA-6804188;R-HSA-8952371;R-HSA-8935988;R-HSA-3700984;R-HSA-6792871;R-HSA-8939082;R-HSA-8937037;R-HSA-9614423;R-HSA-9618004;R-HSA-8938063;R-HSA-8952399;R-HSA-8936000;R-HSA-3700981;R-HSA-8938053;R-HSA-6797993;R-HSA-8936007;R-HSA-9625693;R-HSA-8952408;R-HSA-8937050;R-HSA-8939088;R-HSA-9614414;R-HSA-9622604;R-HSA-9617996;R-HSA-2031355;R-HSA-6800001;R-HSA-8952419;R-HSA-9621116;R-HSA-8951910;R-HSA-9622627;R-HSA-9625699;R-HSA-8939129;R-HSA-8936058;R-HSA-9622630;R-HSA-8938108;R-HSA-8878193;R-HSA-9618021;R-HSA-6792863;R-HSA-8877692;R-HSA-9007220;R-HSA-8951926;R-HSA-6796647;R-HSA-3215152;R-HSA-9007496;R-HSA-9624976;R-HSA-8938382;R-HSA-9620891;R-HSA-9624985;R-HSA-4331340;R-HSA-8938887;R-HSA-3234081;R-HSA-8937369;R-HSA-9623427;R-HSA-9007514;R-HSA-3234084;R-HSA-8938389;R-HSA-6800250;R-HSA-9021847;R-HSA-3234094;R-HSA-8952232;R-HSA-9620915;R-HSA-9617840;R-HSA-9625520;R-HSA-8955822;R-HSA-8938913;R-HSA-8877485;R-HSA-9617848;R-HSA-9007522;R-HSA-9617852;R-HSA-112430;R-HSA-9617853;R-HSA-6811479;R-HSA-8935864;R-HSA-8938938;R-HSA-8877493;R-HSA-9007546;R-HSA-9625510;R-HSA-8877490;R-HSA-8961982;R-HSA-3700992;R-HSA-165179;R-HSA-9007539;R-HSA-8938930;R-HSA-9617833;R-HSA-9617838;R-HSA-8864698;R-HSA-9007561;R-HSA-8938440;R-HSA-6797090;R-HSA-8864718;R-HSA-6797100;R-HSA-2186607;R-HSA-8938951;R-HSA-1484099;R-HSA-9622980;R-HSA-9007582;R-HSA-9622981;R-HSA-8938965;R-HSA-8864729;R-HSA-8878054;R-HSA-6804741;R-HSA-6804229;R-HSA-8938987;R-HSA-6798082;R-HSA-8878050;R-HSA-8955885;R-HSA-6798081;R-HSA-9006050;R-HSA-8938981;R-HSA-9007591;R-HSA-8878056;R-HSA-8935930;R-HSA-9007615;R-HSA-9623018;R-HSA-4396347;R-HSA-9007605;R-HSA-6804762;R-HSA-8955893;R-HSA-9623023;R-HSA-9007606;R-HSA-8938487;R-HSA-9022728;R-HSA-212352;R-HSA-8938251;R-HSA-8956684;R-HSA-9621270;R-HSA-212356;R-HSA-9022734;R-HSA-8937728;R-HSA-8865547;R-HSA-163214;R-HSA-8865546;R-HSA-3215295;R-HSA-9625346;R-HSA-9625863;R-HSA-8937744;R-HSA-8952081;R-HSA-8877338;R-HSA-8953111;R-HSA-6799815;R-HSA-9626928;R-HSA-6800836;R-HSA-8877348;R-HSA-6793666;R-HSA-9022764;R-HSA-8877345;R-HSA-9620788;R-HSA-8934688;R-HSA-8874797;R-HSA-8934690;R-HSA-9625406;R-HSA-6798282;R-HSA-8952101;R-HSA-6807496;R-HSA-8937767;R-HSA-9625378;R-HSA-8877879;R-HSA-8935740;R-HSA-140214;R-HSA-8877360;R-HSA-2127257;R-HSA-8935730;R-HSA-8935731;R-HSA-8877884;R-HSA-9621289;R-HSA-9022770;R-HSA-6804955;R-HSA-8935732;R-HSA-6798299;R-HSA-8864569;R-HSA-8877369;R-HSA-9626962;R-HSA-198599;R-HSA-6799777;R-HSA-8864577;R-HSA-8934735;R-HSA-8937807;R-HSA-8877391;R-HSA-8937792;R-HSA-8952128;R-HSA-8877385;R-HSA-9620828;R-HSA-8938328;R-HSA-198609;R-HSA-9008475;R-HSA-8877396;R-HSA-6803892;R-HSA-9626945;R-HSA-9625409;R-HSA-9614662;R-HSA-9617735;R-HSA-9008476;R-HSA-6800816;R-HSA-5632386;R-HSA-6793661;R-HSA-6798268;R-HSA-8877404;R-HSA-5632393;R-HSA-9007447;R-HSA-8934742;R-HSA-8937814;R-HSA-8935766;R-HSA-9620813;R-HSA-9006422;R-HSA-9614669;R-HSA-8935785;R-HSA-8877414;R-HSA-9022314;R-HSA-9623415;R-HSA-8871265;R-HSA-8938338;R-HSA-8877421;R-HSA-8955748;R-HSA-8938853;R-HSA-9007462;R-HSA-6795667;R-HSA-8951676;R-HSA-6799761;R-HSA-9620837;R-HSA-8938867"
